id;name;link;specialization;films_years;description;path_to_folder
33477;Джейд Тейлор;https://www.kinopoisk.ru/name/1305554;Актриса,Продюсер,Сценарист,Режиссер;36, 2007 — 2020;Волшебники,Настоящая кровь,Вегас;actors_usa/33477
52338;Майк Эппс;https://www.kinopoisk.ru/name/1931;Актер,Продюсер,Сценарист;166, 1992 — 2024;Мальчишник в Вегасе,Сопрано,Время побеждать: Расцвет династии Лейкерс,Гетто;actors_usa/52338
9934;Джефф Дэниелс;https://www.kinopoisk.ru/name/4306;Актер,Сценарист,Режиссер,Продюсер;175, 1968 — 2024;Плезантвиль,Скорость,Марсианин,Куда приводят сны,Летите домой,Служба новостей,Забытые Богом,Призрачная башня,Фрейзер,Гриффины;actors_usa/9934
2484;Тейлор Хэндли;https://www.kinopoisk.ru/name/63969;Актер;49, 1993 — 2024;Покорители волн,Мэр Кингстауна,Вегас,По волчьим законам,Саутленд,О.С. — Одинокие сердца;actors_usa/2484
44697;Джон Седа;https://www.kinopoisk.ru/name/2525;Актер;64, 1990 — 2021;12 обезьян,Селена,Гладиатор,Ловец солнца,Горечь любви,Тихий океан,Убойный отдел,Полиция Чикаго,Доктор Хаус,Третья смена;actors_usa/44697
4860;Майлз Фишер;https://www.kinopoisk.ru/name/33673;Актер,Продюсер,Композитор;39, 1997 — 2019;Сплетница,Безумцы,Две девицы на мели,Политик,Ясновидец;actors_usa/4860
17530;Мэтт Ривз;https://www.kinopoisk.ru/name/57376;Продюсер,Режиссер,Сценарист,Актер;48, 1993 — 2025;Бэтмен,Планета обезьян: Революция,Планета обезьян: Война,Фелисити,Рассказы из Петли,Святой дозор,Убойный отдел;actors_usa/17530
48559;Kristen Bronson;https://www.kinopoisk.ru/name/3745694;Актриса;4, 2001 — 2014;;actors_usa/48559
41140;Джон Форд;https://www.kinopoisk.ru/name/194930;Режиссер,Продюсер,Сценарист,Актер,Оператор,Монтажер;199, 1913 — 2021;Гроздья гнева,Дилижанс,Человек, который застрелил Либерти Вэланса,Могамбо,Искатели;actors_usa/41140
56310;Дианна Руссо;https://www.kinopoisk.ru/name/586432;Актриса,Продюсер,Режиссер,Сценарист,Монтажер;56, 1973 — 2022;За пивом!,Рыцарь дорог,Быть человеком,Как я встретил вашу маму,Анатомия страсти,Белый воротничок;actors_usa/56310
9;Джесси Хейман;https://www.kinopoisk.ru/name/326;Актер;100, 2000 — 2020;Американский пирог 2,Красавцы,Мыслить как преступник,Университет,Морская полиция: Спецотдел,Чак;actors_usa/9
12445;Ларри Юджин Сандерс II;https://www.kinopoisk.ru/name/3060346;Актер;1, 2013 — 2013;;actors_usa/12445
7459;Кэти Кэссиди;https://www.kinopoisk.ru/name/723057;Актриса,Режиссер,Продюсер,Сценарист;57, 1996 — 2024;Заложница,Клик: С пультом по жизни,Остров Харпера,Стрела,Сверхъестественное,Сплетница,Новенькая;actors_usa/7459
27863;Джо Руссо;https://www.kinopoisk.ru/name/40182;Продюсер,Режиссер,Актер,Сценарист,Монтажер;80, 1989 — 2024;Мстители: Война бесконечности,Мстители: Финал,Первый мститель: Противостояние,Первый мститель: Другая война,По наклонной,Сообщество,Задержка в развитии,Академия смерти,Счастливый конец,Симпсоны;actors_usa/27863
22664;Тоуни Китаен;https://www.kinopoisk.ru/name/156618;Актриса;56, 1982 — 2024;Сайнфелд,C.S.I. Место преступления,Женаты и с детьми,Удивительные странствия Геракла;actors_usa/22664
14917;Джонатан Сафран Фоер;https://www.kinopoisk.ru/name/546911;Сценарист,Актер,Продюсер;13, 2005 — 2017;Свет вокруг,Жутко громко и запредельно близко;actors_usa/14917
37365;Джой Брайант;https://www.kinopoisk.ru/name/35956;Актриса,Продюсер;65, 1994 — 2024;История Антуана Фишера,Ключ от всех дверей,Лапочка,Человек-паук 2,Бобби,За жизнь,Родители,Образцовые бунтарки,Красавцы,Скорая помощь;actors_usa/37365
30650;Чарлтон Хестон;https://www.kinopoisk.ru/name/3221;Актер,Режиссер,Сценарист;316, 1941 — 2023;Бен-Гур,Планета обезьян,Печать зла,Эль Сид,Большая страна,Друзья,Подводная Одиссея,За гранью возможного,Вечернее шоу с Дэвидом Леттерманом;actors_usa/30650
25377;Крис Кой;https://www.kinopoisk.ru/name/1175662;Актер;55, 1999 — 2023;Испытание огнем,Женщины движения,Двойка,Периферийные устройства,Сыны анархии,Мыслить как преступник;actors_usa/25377
9938;Чайнна Филлипс;https://www.kinopoisk.ru/name/134631;Актриса,Композитор;47, 1975 — 2021;Скажи что-нибудь,Чудеса своего рода;actors_usa/9938
33497;Келли Овертон;https://www.kinopoisk.ru/name/32097;Актриса,Продюсер,Режиссер,Сценарист;42, 1985 — 2017;Мыслить как преступник,Морская полиция: Спецотдел,Настоящая кровь,CSI: Место преступления Нью-Йорк,C.S.I.: Майами;actors_usa/33497
20123;Кэрол Тилльери Бэнкс;https://www.kinopoisk.ru/name/1355762;Актриса;3, 1973 — 1979;;actors_usa/20123
52357;Можан Марно;https://www.kinopoisk.ru/name/1234072;Актриса,Режиссер,Сценарист;33, 1990 — 2022;Забивание камнями Сорайи М.,Чёрный список,Пэм и Томми,Карточный домик,Менталист,Кости;actors_usa/52357
2485;Джеймс Хук;https://www.kinopoisk.ru/name/1228443;Актер,Продюсер;10, 1987 — 2019;Грань;actors_usa/2485
44715;Иэн Энтони Дэйл;https://www.kinopoisk.ru/name/223618;Актер,Режиссер;56, 1995 — 2023;Пока не сыграл в ящик,Мальчишник в Вегасе,Новый день,Гавайи 5.0,Событие,Поверхность,Мыслить как преступник;actors_usa/44715
17538;Дайонн Д. Филлипс;https://www.kinopoisk.ru/name/67614;Актриса;5, 1998 — 2012;Его игра;actors_usa/17538
4866;Дэйв Франко;https://www.kinopoisk.ru/name/966648;Актер,Сценарист,Продюсер,Режиссер;94, 1996 — 2024;Иллюзия обмана,Горе-творец,Мачо и ботан,Двойная жизнь Чарли Сан-Клауда,Харви Милк,Пэм и Томми,Клиника,Конь БоДжек,Университет,Вечеринка;actors_usa/4866
48571;Этель Ричи;https://www.kinopoisk.ru/name/370343;Актриса;13, 1915 — 1923;;actors_usa/48571
41144;Ричард Энджел;https://www.kinopoisk.ru/name/1235510;;14;;actors_usa/41144
56311;Энтони Бегония;https://www.kinopoisk.ru/name/51210;Продюсер,Актер,Режиссер,Сценарист;26, 1987 — 2016;Мемуары гейши,Клиент всегда мертв,Бостонская школа;actors_usa/56311
13;Overkill;https://www.kinopoisk.ru/name/4757075;Актер;7, 1987 — 2019;;actors_usa/13
12456;Лэйн Гаррисон;https://www.kinopoisk.ru/name/544686;Актер,Сценарист,Продюсер;37, 1999 — 2021;Стрелок,Йеллоустоун,Побег,Лучше звоните Солу,Морская полиция: Спецотдел,Корни;actors_usa/12456
7464;Никки Сундарам;https://www.kinopoisk.ru/name/6078311;Актер;2, 2017 — 2019;;actors_usa/7464
22676;Ретт Фишер;https://www.kinopoisk.ru/name/657915;Актер;7, 2000 — 2014;;actors_usa/22676
14918;Кейт Аптон;https://www.kinopoisk.ru/name/2496957;Актриса;52, 2001 — 2017;Робоцып;actors_usa/14918
27870;Стэн Кирш;https://www.kinopoisk.ru/name/248395;Актер,Режиссер,Продюсер,Сценарист;24, 1972 — 2009;Горец,Друзья;actors_usa/27870
37370;Кортни Аллегра;https://www.kinopoisk.ru/name/4023724;Актриса;4, 2015 — 2017;Футболисты;actors_usa/37370
25380;Клифф Паркер;https://www.kinopoisk.ru/name/1253564;Актер;14, 1992 — 2007;;actors_usa/25380
33507;Мэттью Раш Салливан;https://www.kinopoisk.ru/name/1529221;Актер;3, 2012 — 2014;;actors_usa/33507
20139;Брит Марлинг;https://www.kinopoisk.ru/name/701856;Актриса,Сценарист,Продюсер,Режиссер,Оператор,Монтажер;33, 2004 — 2023;Я — начало,Другая Земля,ОА,Сообщество;actors_usa/20139
2496;Арми Хаммер;https://www.kinopoisk.ru/name/1121926;Актер;85, 1989 — 2021;Отель Мумбаи: Противостояние,Социальная сеть,По половому признаку,Назови меня своим именем,Агенты А.Н.К.Л.,Отчаянные домохозяйки,Сплетница,Вероника Марс,Задержка в развитии,На службе у дьявола;actors_usa/2496
